user_id,month,jar,percent,income,spending_percent,actual_spent_amount
316,3,PLAY,10,14300000,70.7,1011000.0
316,3,DREAM,10,14300000,98.2,1404000.0
316,3,HEALTH,5,14300000,106.7,763000.0
316,3,GIVE,5,14300000,114.0,815000.0
316,4,NEC,45,14300000,104.7,6737000.0
316,4,FFA,10,14300000,76.3,1091000.0
316,4,EDU,10,14300000,49.9,714000.0
316,4,LTSS,5,14300000,98.0,701000.0
316,4,PLAY,10,14300000,89.3,1277000.0
316,4,DREAM,10,14300000,74.7,1068000.0
316,4,HEALTH,5,14300000,116.6,834000.0
316,4,GIVE,5,14300000,68.5,490000.0
316,5,NEC,45,14300000,112.3,7227000.0
316,5,FFA,10,14300000,71.8,1027000.0
316,5,EDU,5,14300000,102.7,734000.0
316,5,LTSS,10,14300000,118.7,1697000.0
316,5,PLAY,15,14300000,93.2,1999000.0
316,5,DREAM,5,14300000,133.8,957000.0
316,5,HEALTH,5,14300000,138.4,990000.0
316,5,GIVE,5,14300000,104.7,749000.0
316,6,NEC,45,14300000,110.8,7130000.0
316,6,FFA,10,14300000,121.2,1733000.0
316,6,EDU,5,14300000,110.9,793000.0
316,6,LTSS,10,14300000,108.7,1554000.0
316,6,PLAY,15,14300000,89.5,1920000.0
316,6,DREAM,5,14300000,66.3,474000.0
316,6,HEALTH,5,14300000,72.2,516000.0
316,6,GIVE,5,14300000,147.6,1055000.0
316,7,NEC,45,14300000,106.4,6847000.0
316,7,FFA,10,14300000,95.1,1360000.0
316,7,EDU,5,14300000,125.3,896000.0
316,7,LTSS,10,14300000,85.0,1216000.0
316,7,PLAY,15,14300000,111.7,2396000.0
316,7,DREAM,5,14300000,101.5,726000.0
316,7,HEALTH,5,14300000,109.2,781000.0
316,7,GIVE,5,14300000,93.3,667000.0
316,8,NEC,45,14300000,80.7,5193000.0
316,8,FFA,10,14300000,83.5,1194000.0
316,8,EDU,5,14300000,84.3,603000.0
316,8,LTSS,10,14300000,99.9,1429000.0
316,8,PLAY,15,14300000,68.9,1478000.0
316,8,DREAM,5,14300000,75.1,537000.0
316,8,HEALTH,5,14300000,102.7,734000.0
316,8,GIVE,5,14300000,97.4,696000.0
316,9,NEC,45,14300000,103.8,6680000.0
316,9,FFA,10,14300000,99.1,1417000.0
316,9,EDU,5,14300000,150.4,1075000.0
316,9,LTSS,10,14300000,102.5,1466000.0
316,9,PLAY,15,14300000,92.4,1982000.0
316,9,DREAM,5,14300000,102.0,729000.0
316,9,HEALTH,5,14300000,120.4,861000.0
316,9,GIVE,5,14300000,99.0,708000.0
316,10,NEC,45,14300000,113.7,7317000.0
316,10,FFA,10,14300000,107.9,1543000.0
316,10,EDU,5,14300000,94.2,674000.0
316,10,LTSS,10,14300000,102.2,1461000.0
316,10,PLAY,15,14300000,132.0,2831000.0
316,10,DREAM,5,14300000,104.9,750000.0
316,10,HEALTH,5,14300000,80.3,574000.0
316,10,GIVE,5,14300000,93.6,669000.0
316,11,NEC,45,14300000,57.7,3713000.0
316,11,FFA,10,14300000,102.7,1469000.0
316,11,EDU,5,14300000,126.2,902000.0
316,11,LTSS,10,14300000,73.2,1047000.0
316,11,PLAY,15,14300000,103.0,2209000.0
316,11,DREAM,5,14300000,119.7,856000.0
316,11,HEALTH,5,14300000,121.8,871000.0
316,11,GIVE,5,14300000,125.6,898000.0
316,12,NEC,45,14300000,62.6,4028000.0
316,12,FFA,10,14300000,110.1,1574000.0
316,12,EDU,5,14300000,69.9,500000.0
316,12,LTSS,10,14300000,80.0,1144000.0
316,12,PLAY,15,14300000,116.4,2497000.0
316,12,DREAM,5,14300000,103.2,738000.0
316,12,HEALTH,5,14300000,114.5,819000.0
316,12,GIVE,5,14300000,81.4,582000.0
317,1,NEC,45,8200000,129.5,4779000.0
317,1,FFA,15,8200000,113.8,1400000.0
317,1,EDU,10,8200000,117.8,966000.0
317,1,LTSS,10,8200000,78.4,643000.0
317,1,PLAY,15,8200000,123.4,1518000.0
317,1,DREAM,5,8200000,93.7,384000.0
317,2,NEC,45,8200000,87.8,3240000.0
317,2,FFA,15,8200000,112.5,1384000.0
317,2,EDU,10,8200000,111.7,916000.0
317,2,LTSS,10,8200000,83.1,681000.0
317,2,PLAY,15,8200000,141.1,1736000.0
317,2,DREAM,5,8200000,136.3,559000.0
317,3,NEC,45,8200000,112.1,4136000.0
317,3,FFA,15,8200000,108.6,1336000.0
317,3,EDU,10,8200000,106.6,874000.0
317,3,LTSS,10,8200000,69.0,566000.0
317,3,PLAY,15,8200000,102.3,1258000.0
317,3,DREAM,5,8200000,102.0,418000.0
317,4,NEC,45,8200000,88.5,3266000.0
317,4,FFA,15,8200000,93.8,1154000.0
317,4,EDU,10,8200000,52.4,430000.0
317,4,LTSS,10,8200000,78.1,640000.0
317,4,PLAY,15,8200000,118.4,1456000.0
317,4,DREAM,5,8200000,134.6,552000.0
317,5,NEC,45,8200000,81.1,2993000.0
317,5,FFA,15,8200000,103.7,1276000.0
317,5,EDU,15,8200000,122.0,1501000.0
317,5,LTSS,5,8200000,89.6,367000.0
317,5,PLAY,15,8200000,113.5,1396000.0
317,5,DREAM,5,8200000,99.3,407000.0
317,6,NEC,45,8200000,123.8,4568000.0
317,6,FFA,15,8200000,74.4,915000.0
317,6,EDU,15,8200000,77.9,958000.0
317,6,LTSS,5,8200000,105.6,433000.0
317,6,PLAY,15,8200000,101.9,1253000.0
317,6,DREAM,5,8200000,98.9,405000.0
317,7,NEC,45,8200000,111.5,4114000.0
317,7,FFA,15,8200000,81.4,1001000.0
317,7,EDU,15,8200000,72.6,893000.0
317,7,LTSS,5,8200000,90.0,369000.0
317,7,PLAY,15,8200000,92.2,1134000.0
317,7,DREAM,5,8200000,94.3,387000.0
317,8,NEC,45,8200000,125.4,4627000.0
317,8,FFA,15,8200000,115.4,1419000.0
317,8,EDU,15,8200000,110.7,1362000.0
317,8,LTSS,5,8200000,104.4,428000.0
317,8,PLAY,15,8200000,91.3,1123000.0
317,8,DREAM,5,8200000,82.9,340000.0
317,9,NEC,45,8200000,76.1,2808000.0
317,9,FFA,15,8200000,86.1,1059000.0
317,9,EDU,10,8200000,99.1,813000.0
317,9,LTSS,10,8200000,76.9,631000.0
317,9,PLAY,15,8200000,103.4,1272000.0
317,9,EMERGENCY,5,8200000,96.1,394000.0
317,10,NEC,45,8200000,92.1,3398000.0
317,10,FFA,15,8200000,123.2,1515000.0
317,10,EDU,10,8200000,50.8,417000.0
317,10,LTSS,10,8200000,92.3,757000.0
317,10,PLAY,15,8200000,53.0,652000.0
317,10,EMERGENCY,5,8200000,104.8,430000.0
317,11,NEC,45,8200000,115.2,4251000.0
317,11,FFA,15,8200000,73.0,898000.0
317,11,EDU,10,8200000,75.5,619000.0
317,11,LTSS,10,8200000,66.0,541000.0
317,11,PLAY,15,8200000,101.3,1246000.0
317,11,EMERGENCY,5,8200000,93.2,382000.0
317,12,NEC,45,8200000,94.4,3483000.0
317,12,FFA,15,8200000,92.6,1139000.0
317,12,EDU,10,8200000,80.5,660000.0
317,12,LTSS,10,8200000,122.6,1005000.0
317,12,PLAY,15,8200000,105.4,1296000.0
317,12,EMERGENCY,5,8200000,76.3,313000.0
318,1,NEC,45,32100000,86.0,12423000.0
318,1,FFA,5,32100000,82.6,1326000.0
318,1,EDU,5,32100000,128.1,2056000.0
318,1,LTSS,15,32100000,114.2,5499000.0
318,1,PLAY,5,32100000,97.5,1565000.0
318,1,DREAM,5,32100000,134.1,2152000.0
318,1,EMERGENCY,5,32100000,129.0,2070000.0
318,1,FAMILY,5,32100000,95.4,1531000.0
318,1,GIVE,5,32100000,91.8,1473000.0
318,1,HEALTH,5,32100000,92.8,1489000.0
318,2,NEC,45,32100000,80.9,11686000.0
318,2,FFA,5,32100000,134.7,2162000.0
318,2,EDU,5,32100000,79.9,1282000.0
318,2,LTSS,15,32100000,117.4,5653000.0
318,2,PLAY,5,32100000,113.8,1826000.0
318,2,DREAM,5,32100000,93.9,1507000.0
318,2,EMERGENCY,5,32100000,136.2,2186000.0
318,2,FAMILY,5,32100000,68.8,1104000.0
318,2,GIVE,5,32100000,98.4,1579000.0
318,2,HEALTH,5,32100000,90.2,1448000.0
318,3,NEC,45,32100000,119.2,17218000.0
318,3,FFA,5,32100000,107.1,1719000.0
318,3,EDU,5,32100000,65.5,1051000.0
318,3,LTSS,15,32100000,124.8,6009000.0
318,3,PLAY,5,32100000,109.7,1761000.0
318,3,DREAM,5,32100000,79.3,1273000.0
318,3,EMERGENCY,5,32100000,93.0,1493000.0
318,3,FAMILY,5,32100000,74.0,1188000.0
318,3,GIVE,5,32100000,96.6,1550000.0
318,3,HEALTH,5,32100000,103.0,1653000.0
318,4,NEC,45,32100000,93.3,13477000.0
318,4,FFA,5,32100000,91.0,1461000.0
318,4,EDU,5,32100000,67.7,1087000.0
318,4,LTSS,15,32100000,106.7,5138000.0
318,4,PLAY,5,32100000,61.5,987000.0
318,4,DREAM,5,32100000,100.6,1615000.0
318,4,EMERGENCY,5,32100000,64.0,1027000.0
318,4,FAMILY,5,32100000,101.0,1621000.0
318,4,GIVE,5,32100000,99.9,1603000.0
318,4,HEALTH,5,32100000,108.1,1735000.0
318,5,NEC,45,32100000,117.2,16930000.0
318,5,FFA,5,32100000,121.0,1942000.0
318,5,EDU,10,32100000,67.8,2176000.0
318,5,LTSS,5,32100000,98.8,1586000.0
318,5,PLAY,10,32100000,140.2,4500000.0
318,5,DREAM,5,32100000,102.4,1644000.0
318,5,EMERGENCY,5,32100000,83.4,1339000.0
318,5,FAMILY,5,32100000,98.4,1579000.0
318,5,GIVE,5,32100000,92.3,1481000.0
318,5,HEALTH,5,32100000,76.5,1228000.0
318,6,NEC,45,32100000,117.4,16958000.0
318,6,FFA,5,32100000,111.7,1793000.0
318,6,EDU,10,32100000,73.3,2353000.0
318,6,LTSS,5,32100000,98.1,1575000.0
318,6,PLAY,10,32100000,88.7,2847000.0
318,6,DREAM,5,32100000,68.0,1091000.0
318,6,EMERGENCY,5,32100000,71.7,1151000.0
318,6,FAMILY,5,32100000,74.7,1199000.0
318,6,GIVE,5,32100000,98.8,1586000.0
318,6,HEALTH,5,32100000,90.8,1457000.0
318,7,NEC,45,32100000,80.8,11672000.0
318,7,FFA,5,32100000,92.2,1480000.0
318,7,EDU,10,32100000,115.0,3691000.0
318,7,LTSS,5,32100000,107.1,1719000.0
318,7,PLAY,10,32100000,120.0,3852000.0
318,7,DREAM,5,32100000,95.4,1531000.0
318,7,EMERGENCY,5,32100000,132.1,2120000.0
318,7,FAMILY,5,32100000,107.0,1717000.0
318,7,GIVE,5,32100000,90.2,1448000.0
318,7,HEALTH,5,32100000,101.9,1635000.0
318,8,NEC,45,32100000,75.0,10834000.0
318,8,FFA,5,32100000,93.9,1507000.0
318,8,EDU,10,32100000,108.6,3486000.0
318,8,LTSS,5,32100000,112.2,1801000.0
318,8,PLAY,10,32100000,91.8,2947000.0
318,8,DREAM,5,32100000,154.7,2483000.0
318,8,EMERGENCY,5,32100000,96.6,1550000.0
318,8,FAMILY,5,32100000,66.4,1066000.0
318,8,GIVE,5,32100000,124.3,1995000.0
318,8,HEALTH,5,32100000,112.1,1799000.0
318,9,NEC,45,32100000,104.6,15109000.0
318,9,FFA,5,32100000,90.7,1456000.0
318,9,EDU,5,32100000,107.9,1732000.0
318,9,LTSS,15,32100000,132.4,6375000.0
318,9,PLAY,5,32100000,104.0,1669000.0
318,9,DREAM,5,32100000,70.6,1133000.0
318,9,EMERGENCY,5,32100000,30.9,496000.0
318,9,FAMILY,5,32100000,107.7,1729000.0
318,9,GIVE,5,32100000,80.3,1289000.0
318,9,HEALTH,5,32100000,98.0,1573000.0
318,10,NEC,45,32100000,83.8,12105000.0
318,10,FFA,5,32100000,82.4,1323000.0
318,10,EDU,5,32100000,84.7,1359000.0
318,10,LTSS,15,32100000,86.5,4165000.0
318,10,PLAY,5,32100000,115.5,1854000.0
318,10,DREAM,5,32100000,111.5,1790000.0
318,10,EMERGENCY,5,32100000,75.8,1217000.0
318,10,FAMILY,5,32100000,78.6,1262000.0
318,10,GIVE,5,32100000,107.6,1727000.0
318,10,HEALTH,5,32100000,121.1,1944000.0
318,11,NEC,45,32100000,120.7,17435000.0
318,11,FFA,5,32100000,79.9,1282000.0
318,11,EDU,5,32100000,119.8,1923000.0
318,11,LTSS,15,32100000,64.5,3106000.0
318,11,PLAY,5,32100000,95.9,1539000.0
318,11,DREAM,5,32100000,109.7,1761000.0
318,11,EMERGENCY,5,32100000,58.4,937000.0
318,11,FAMILY,5,32100000,141.9,2277000.0
318,11,GIVE,5,32100000,126.5,2030000.0
318,11,HEALTH,5,32100000,112.9,1812000.0
318,12,NEC,45,32100000,80.7,11657000.0
318,12,FFA,5,32100000,98.6,1583000.0
318,12,EDU,5,32100000,115.8,1859000.0
318,12,LTSS,15,32100000,77.5,3732000.0
318,12,PLAY,5,32100000,96.4,1547000.0
318,12,DREAM,5,32100000,118.2,1897000.0
318,12,EMERGENCY,5,32100000,70.1,1125000.0
318,12,FAMILY,5,32100000,106.6,1711000.0
318,12,GIVE,5,32100000,64.9,1042000.0
318,12,HEALTH,5,32100000,81.1,1302000.0
319,1,NEC,45,15400000,89.9,6230000.0
319,1,FFA,15,15400000,110.3,2548000.0
319,1,EDU,5,15400000,86.0,662000.0
319,1,LTSS,5,15400000,102.5,789000.0
319,1,PLAY,5,15400000,86.3,665000.0
319,1,DREAM,5,15400000,89.4,688000.0
319,1,HEALTH,5,15400000,125.0,962000.0
319,1,EMERGENCY,10,15400000,77.0,1186000.0
319,1,GIVE,5,15400000,115.2,887000.0
319,2,NEC,45,15400000,100.0,6930000.0
319,2,FFA,15,15400000,88.5,2044000.0
319,2,EDU,5,15400000,75.6,582000.0
319,2,LTSS,5,15400000,77.1,594000.0
319,2,PLAY,5,15400000,85.2,656000.0
319,2,DREAM,5,15400000,97.0,747000.0
319,2,HEALTH,5,15400000,112.1,863000.0
319,2,EMERGENCY,10,15400000,94.0,1448000.0
319,2,GIVE,5,15400000,95.3,734000.0
319,3,NEC,45,15400000,98.3,6812000.0
319,3,FFA,15,15400000,109.5,2529000.0
319,3,EDU,5,15400000,112.9,869000.0
319,3,LTSS,5,15400000,72.3,557000.0
319,3,PLAY,5,15400000,94.4,727000.0
319,3,DREAM,5,15400000,124.5,959000.0
319,3,HEALTH,5,15400000,73.7,567000.0
319,3,EMERGENCY,10,15400000,101.5,1563000.0
319,3,GIVE,5,15400000,96.6,744000.0
319,4,NEC,45,15400000,88.7,6147000.0
319,4,FFA,15,15400000,131.8,3045000.0
319,4,EDU,5,15400000,100.7,775000.0
319,4,LTSS,5,15400000,130.2,1003000.0
319,4,PLAY,5,15400000,100.1,771000.0
319,4,DREAM,5,15400000,109.2,841000.0
319,4,HEALTH,5,15400000,88.5,681000.0
319,4,EMERGENCY,10,15400000,88.7,1366000.0
319,4,GIVE,5,15400000,108.2,833000.0
319,5,NEC,45,15400000,108.6,7526000.0
319,5,FFA,10,15400000,112.0,1725000.0
319,5,EDU,5,15400000,107.5,828000.0
319,5,LTSS,15,15400000,73.3,1693000.0
319,5,PLAY,5,15400000,83.9,646000.0
319,5,DREAM,5,15400000,117.0,901000.0
319,5,EMERGENCY,5,15400000,60.8,468000.0
319,5,GIVE,5,15400000,105.9,815000.0
319,5,FAMILY,5,15400000,97.8,753000.0
319,6,NEC,45,15400000,117.0,8108000.0
319,6,FFA,10,15400000,108.3,1668000.0
319,6,EDU,5,15400000,86.7,668000.0
319,6,LTSS,15,15400000,85.8,1982000.0
319,6,PLAY,5,15400000,89.5,689000.0
319,6,DREAM,5,15400000,111.6,859000.0
319,6,EMERGENCY,5,15400000,54.0,416000.0
319,6,GIVE,5,15400000,103.1,794000.0
319,6,FAMILY,5,15400000,82.3,634000.0
319,7,NEC,45,15400000,103.8,7193000.0
319,7,FFA,10,15400000,106.9,1646000.0
319,7,EDU,5,15400000,66.8,514000.0
319,7,LTSS,15,15400000,95.5,2206000.0
319,7,PLAY,5,15400000,103.1,794000.0
319,7,DREAM,5,15400000,101.8,784000.0
319,7,EMERGENCY,5,15400000,97.6,752000.0
319,7,GIVE,5,15400000,75.6,582000.0
319,7,FAMILY,5,15400000,78.6,605000.0
319,8,NEC,45,15400000,72.4,5017000.0
319,8,FFA,10,15400000,111.1,1711000.0
319,8,EDU,5,15400000,97.7,752000.0
319,8,LTSS,15,15400000,99.0,2287000.0
319,8,PLAY,5,15400000,65.9,507000.0
319,8,DREAM,5,15400000,99.3,765000.0
319,8,EMERGENCY,5,15400000,112.7,868000.0
319,8,GIVE,5,15400000,63.2,487000.0
319,8,FAMILY,5,15400000,89.3,688000.0
319,9,NEC,45,15400000,68.6,4754000.0
319,9,FFA,10,15400000,91.6,1411000.0
319,9,EDU,10,15400000,82.0,1263000.0
319,9,LTSS,5,15400000,107.6,829000.0
319,9,PLAY,5,15400000,103.4,796000.0
319,9,EMERGENCY,10,15400000,125.8,1937000.0
319,9,GIVE,5,15400000,98.9,762000.0
319,9,FAMILY,5,15400000,106.8,822000.0
319,9,HEALTH,5,15400000,88.8,684000.0
319,10,NEC,45,15400000,77.9,5398000.0
319,10,FFA,10,15400000,116.7,1797000.0
319,10,EDU,10,15400000,124.9,1923000.0
319,10,LTSS,5,15400000,114.1,879000.0
319,10,PLAY,5,15400000,102.6,790000.0
319,10,EMERGENCY,10,15400000,80.5,1240000.0
319,10,GIVE,5,15400000,122.8,946000.0
319,10,FAMILY,5,15400000,111.6,859000.0
319,10,HEALTH,5,15400000,140.5,1082000.0
319,11,NEC,45,15400000,76.9,5329000.0
319,11,FFA,10,15400000,117.3,1806000.0
319,11,EDU,10,15400000,111.0,1709000.0
319,11,LTSS,5,15400000,93.2,718000.0
319,11,PLAY,5,15400000,127.3,980000.0
319,11,EMERGENCY,10,15400000,108.0,1663000.0
319,11,GIVE,5,15400000,81.3,626000.0
319,11,FAMILY,5,15400000,97.6,752000.0
319,11,HEALTH,5,15400000,81.0,624000.0
319,12,NEC,45,15400000,90.6,6279000.0
319,12,FFA,10,15400000,114.1,1757000.0
319,12,EDU,10,15400000,119.8,1845000.0
319,12,LTSS,5,15400000,104.4,804000.0
319,12,PLAY,5,15400000,85.0,654000.0
319,12,EMERGENCY,10,15400000,107.6,1657000.0
319,12,GIVE,5,15400000,114.5,882000.0
319,12,FAMILY,5,15400000,60.6,467000.0
319,12,HEALTH,5,15400000,102.3,788000.0
320,1,NEC,45,8100000,96.2,3506000.0
320,1,FFA,10,8100000,119.1,965000.0
320,1,EDU,5,8100000,107.7,436000.0
320,1,LTSS,5,8100000,109.7,444000.0
320,1,PLAY,10,8100000,90.4,732000.0
320,1,FAMILY,5,8100000,100.0,405000.0
320,1,DREAM,5,8100000,118.9,482000.0
320,1,EMERGENCY,5,8100000,98.7,400000.0
320,1,GIVE,5,8100000,103.5,419000.0
320,1,HEALTH,5,8100000,69.3,281000.0
320,2,NEC,45,8100000,98.6,3594000.0
320,2,FFA,10,8100000,59.8,484000.0
320,2,EDU,5,8100000,89.7,363000.0
320,2,LTSS,5,8100000,101.3,410000.0
320,2,PLAY,10,8100000,115.3,934000.0
320,2,FAMILY,5,8100000,80.0,324000.0
320,2,DREAM,5,8100000,107.5,435000.0
320,2,EMERGENCY,5,8100000,129.4,524000.0
320,2,GIVE,5,8100000,87.2,353000.0
320,2,HEALTH,5,8100000,69.1,280000.0
320,3,NEC,45,8100000,105.8,3856000.0
320,3,FFA,10,8100000,76.2,617000.0
320,3,EDU,5,8100000,83.6,339000.0
320,3,LTSS,5,8100000,118.5,480000.0
320,3,PLAY,10,8100000,137.5,1114000.0
320,3,FAMILY,5,8100000,80.0,324000.0
320,3,DREAM,5,8100000,85.3,345000.0
320,3,EMERGENCY,5,8100000,91.2,369000.0
320,3,GIVE,5,8100000,89.0,360000.0
320,3,HEALTH,5,8100000,138.7,562000.0
320,4,NEC,45,8100000,89.4,3259000.0
320,4,FFA,10,8100000,92.2,747000.0
320,4,EDU,5,8100000,132.3,536000.0
320,4,LTSS,5,8100000,111.5,452000.0
320,4,PLAY,10,8100000,119.7,970000.0
320,4,FAMILY,5,8100000,81.9,332000.0
320,4,DREAM,5,8100000,89.4,362000.0
320,4,EMERGENCY,5,8100000,79.2,321000.0
320,4,GIVE,5,8100000,116.0,470000.0
320,4,HEALTH,5,8100000,124.5,504000.0
320,5,NEC,45,8100000,88.0,3208000.0
320,5,FFA,10,8100000,92.7,751000.0
320,5,EDU,5,8100000,93.6,379000.0
320,5,LTSS,10,8100000,69.1,560000.0
320,5,PLAY,5,8100000,86.5,350000.0
320,5,FAMILY,5,8100000,115.5,468000.0
320,5,DREAM,5,8100000,82.5,334000.0
320,5,EMERGENCY,5,8100000,101.9,413000.0
320,5,GIVE,5,8100000,73.8,299000.0
320,5,HEALTH,5,8100000,97.1,393000.0
320,6,NEC,45,8100000,88.7,3233000.0
320,6,FFA,10,8100000,75.6,612000.0
320,6,EDU,5,8100000,115.8,469000.0
320,6,LTSS,10,8100000,116.9,947000.0
320,6,PLAY,5,8100000,80.6,326000.0
320,6,FAMILY,5,8100000,95.7,388000.0
320,6,DREAM,5,8100000,100.9,409000.0
320,6,EMERGENCY,5,8100000,63.7,258000.0
320,6,GIVE,5,8100000,72.1,292000.0
320,6,HEALTH,5,8100000,125.7,509000.0
320,7,NEC,45,8100000,78.7,2869000.0
320,7,FFA,10,8100000,125.2,1014000.0
320,7,EDU,5,8100000,73.1,296000.0
320,7,LTSS,10,8100000,113.2,917000.0
320,7,PLAY,5,8100000,93.8,380000.0
320,7,FAMILY,5,8100000,96.6,391000.0
320,7,DREAM,5,8100000,137.1,555000.0
320,7,EMERGENCY,5,8100000,74.9,303000.0
320,7,GIVE,5,8100000,111.9,453000.0
320,7,HEALTH,5,8100000,111.1,450000.0
320,8,NEC,45,8100000,167.1,6091000.0
320,8,FFA,10,8100000,78.5,636000.0
320,8,EDU,5,8100000,87.5,354000.0
320,8,LTSS,10,8100000,116.3,942000.0
320,8,PLAY,5,8100000,96.0,389000.0
320,8,FAMILY,5,8100000,90.7,367000.0
320,8,DREAM,5,8100000,119.2,483000.0
320,8,EMERGENCY,5,8100000,94.7,384000.0
320,8,GIVE,5,8100000,82.2,333000.0
320,8,HEALTH,5,8100000,114.5,464000.0
320,9,NEC,45,8100000,107.5,3918000.0
320,9,FFA,10,8100000,93.7,759000.0
320,9,EDU,5,8100000,92.8,376000.0
320,9,LTSS,5,8100000,81.7,331000.0
320,9,PLAY,10,8100000,114.5,927000.0
320,9,FAMILY,5,8100000,92.8,376000.0
320,9,DREAM,5,8100000,84.6,343000.0
320,9,EMERGENCY,5,8100000,74.3,301000.0
320,9,GIVE,5,8100000,107.8,437000.0
320,9,HEALTH,5,8100000,89.8,364000.0
320,10,NEC,45,8100000,59.7,2176000.0
320,10,FFA,10,8100000,75.9,615000.0
320,10,EDU,5,8100000,95.3,386000.0
320,10,LTSS,5,8100000,95.9,388000.0
320,10,PLAY,10,8100000,95.1,770000.0
320,10,FAMILY,5,8100000,92.3,374000.0
320,10,DREAM,5,8100000,70.5,286000.0
320,10,EMERGENCY,5,8100000,82.5,334000.0
320,10,GIVE,5,8100000,123.7,501000.0
320,10,HEALTH,5,8100000,120.7,489000.0
320,11,NEC,45,8100000,111.6,4068000.0
320,11,FFA,10,8100000,109.8,889000.0
320,11,EDU,5,8100000,118.1,478000.0
320,11,LTSS,5,8100000,77.6,314000.0
320,11,PLAY,10,8100000,100.7,816000.0
320,11,FAMILY,5,8100000,77.6,314000.0
320,11,DREAM,5,8100000,77.9,315000.0
320,11,EMERGENCY,5,8100000,107.4,435000.0
320,11,GIVE,5,8100000,118.9,482000.0
320,11,HEALTH,5,8100000,96.1,389000.0
320,12,NEC,45,8100000,133.0,4848000.0
320,12,FFA,10,8100000,104.2,844000.0
320,12,EDU,5,8100000,84.5,342000.0
320,12,LTSS,5,8100000,78.3,317000.0
320,12,PLAY,10,8100000,120.4,975000.0
320,12,FAMILY,5,8100000,102.6,416000.0
320,12,DREAM,5,8100000,113.5,460000.0
320,12,EMERGENCY,5,8100000,46.8,190000.0
320,12,GIVE,5,8100000,104.9,425000.0
320,12,HEALTH,5,8100000,89.8,364000.0
321,1,NEC,45,14700000,72.1,4769000.0
321,1,FFA,15,14700000,98.7,2176000.0
321,1,EDU,5,14700000,121.8,895000.0
321,1,LTSS,5,14700000,145.3,1068000.0
321,1,PLAY,10,14700000,104.8,1541000.0
321,1,DREAM,5,14700000,85.8,631000.0
321,1,EMERGENCY,5,14700000,84.6,622000.0
321,1,FAMILY,5,14700000,119.3,877000.0
321,1,HEALTH,5,14700000,80.1,589000.0
321,2,NEC,45,14700000,112.4,7435000.0
321,2,FFA,15,14700000,105.9,2335000.0
321,2,EDU,5,14700000,103.7,762000.0
321,2,LTSS,5,14700000,68.6,504000.0
321,2,PLAY,10,14700000,92.9,1366000.0
321,2,DREAM,5,14700000,70.8,520000.0
321,2,EMERGENCY,5,14700000,88.2,648000.0
321,2,FAMILY,5,14700000,118.3,870000.0
321,2,HEALTH,5,14700000,124.6,916000.0
321,3,NEC,45,14700000,104.3,6899000.0
321,3,FFA,15,14700000,88.6,1954000.0
321,3,EDU,5,14700000,131.8,969000.0
321,3,LTSS,5,14700000,88.3,649000.0
321,3,PLAY,10,14700000,77.3,1136000.0
321,3,DREAM,5,14700000,113.9,837000.0
321,3,EMERGENCY,5,14700000,109.2,803000.0
321,3,FAMILY,5,14700000,89.1,655000.0
321,3,HEALTH,5,14700000,102.0,750000.0
321,4,NEC,45,14700000,108.8,7197000.0
321,4,FFA,15,14700000,104.1,2295000.0
321,4,EDU,5,14700000,109.2,803000.0
321,4,LTSS,5,14700000,89.9,661000.0
321,4,PLAY,10,14700000,110.5,1624000.0
321,4,DREAM,5,14700000,100.4,738000.0
321,4,EMERGENCY,5,14700000,90.6,666000.0
321,4,FAMILY,5,14700000,95.1,699000.0
321,4,HEALTH,5,14700000,98.0,720000.0
321,5,NEC,45,14700000,71.1,4703000.0
321,5,FFA,5,14700000,87.3,642000.0
321,5,EDU,10,14700000,101.3,1489000.0
321,5,LTSS,5,14700000,73.0,537000.0
321,5,PLAY,10,14700000,87.6,1288000.0
321,5,DREAM,5,14700000,147.7,1086000.0
321,5,EMERGENCY,5,14700000,77.4,569000.0
321,5,FAMILY,5,14700000,92.3,678000.0
321,5,HEALTH,10,14700000,83.3,1225000.0
321,6,NEC,45,14700000,97.7,6463000.0
321,6,FFA,5,14700000,83.7,615000.0
321,6,EDU,10,14700000,95.1,1398000.0
321,6,LTSS,5,14700000,85.6,629000.0
321,6,PLAY,10,14700000,121.1,1780000.0
321,6,DREAM,5,14700000,101.6,747000.0
321,6,EMERGENCY,5,14700000,79.9,587000.0
321,6,FAMILY,5,14700000,116.8,858000.0
321,6,HEALTH,10,14700000,80.8,1188000.0
321,7,NEC,45,14700000,68.7,4545000.0
321,7,FFA,5,14700000,99.9,734000.0
321,7,EDU,10,14700000,138.1,2030000.0
321,7,LTSS,5,14700000,63.4,466000.0
321,7,PLAY,10,14700000,73.4,1079000.0
321,7,DREAM,5,14700000,115.1,846000.0
321,7,EMERGENCY,5,14700000,87.2,641000.0
321,7,FAMILY,5,14700000,112.2,825000.0
321,7,HEALTH,10,14700000,83.3,1225000.0
321,8,NEC,45,14700000,102.8,6800000.0
321,8,FFA,5,14700000,134.9,992000.0
321,8,EDU,10,14700000,76.1,1119000.0
321,8,LTSS,5,14700000,120.5,886000.0
321,8,PLAY,10,14700000,113.6,1670000.0
321,8,DREAM,5,14700000,70.2,516000.0
321,8,EMERGENCY,5,14700000,111.2,817000.0
321,8,FAMILY,5,14700000,101.5,746000.0
321,8,HEALTH,10,14700000,101.8,1496000.0
