goal_id,user_id,goal_type,goal_priority,goal_horizon,target_amount,start_date,target_date,associated_jar,current_saved,completion_percent
616,219,spending,Medium,short,2000000,2025-07-01,2025-07-31,HEALTH,161985,8.1
617,220,saving,High,long,5180175000,2025-07-01,2028-05-16,DREAM,1538794454,29.71
618,220,saving,Low,long,4490850000,2025-07-01,2027-02-21,LTSS,788444678,17.56
619,221,saving,Low,long,3818640000,2025-07-01,2028-09-13,DREAM,2265594871,59.33
620,221,saving,Medium,long,3153600000,2025-07-01,2028-04-16,FFA,1869617003,59.29
621,221,spending,Low,short,1000000,2025-07-01,2025-07-31,FAMILY,288227,28.82
622,222,saving,High,short,13200000,2025-07-01,2026-01-27,FFA,4544588,34.43
623,222,saving,Medium,long,6946800000,2025-07-01,2027-06-21,DREAM,625564056,9.01
624,223,saving,High,long,833580000,2025-07-01,2029-08-09,DREAM,168280602,20.19
625,223,saving,High,long,2602530000,2025-07-01,2029-06-10,LTSS,347590046,13.36
626,223,spending,Low,short,2000000,2025-07-01,2025-07-31,PLAY,204653,10.23
627,224,saving,Medium,short,53819999,2025-07-01,2026-06-26,DREAM,20972594,38.97
628,224,saving,Low,long,7951500000,2025-07-01,2030-05-06,LTSS,4520196831,56.85
629,224,spending,High,short,4000000,2025-07-01,2025-07-31,HEALTH,1217193,30.43
630,225,saving,Low,short,42735000,2025-07-01,2026-02-26,EMERGENCY,11405331,26.69
631,225,saving,High,long,3108210000,2025-07-01,2030-05-06,FFA,1243961072,40.02
632,225,spending,High,short,1000000,2025-07-01,2025-07-31,NEC,148795,14.88
633,226,saving,Medium,long,4989599999,2025-07-01,2027-09-19,LTSS,1792854537,35.93
634,226,saving,High,long,7675920000,2025-07-01,2027-11-18,DREAM,1691326521,22.03
635,226,spending,High,short,5000000,2025-07-01,2025-07-31,EDU,2030508,40.61
636,227,saving,Low,long,3540840000,2025-07-01,2029-12-07,EMERGENCY,481223431,13.59
637,227,saving,Low,long,4267560000,2025-07-01,2026-08-25,FFA,209642026,4.91
638,227,spending,High,short,1000000,2025-07-01,2025-07-31,PLAY,490689,49.07
639,228,saving,High,long,3841200000,2025-07-01,2026-11-23,FFA,214403336,5.58
640,228,saving,High,long,2554200000,2025-07-01,2026-09-24,EMERGENCY,413339230,16.18
641,229,saving,High,long,4807000000,2025-07-01,2030-05-06,EMERGENCY,37994865,0.79
642,229,saving,Medium,long,8720625000,2025-07-01,2028-03-17,DREAM,4567291755,52.37
643,230,saving,High,short,19950000,2025-07-01,2025-11-28,DREAM,4529954,22.71
644,230,saving,Medium,long,7082240000,2025-07-01,2028-09-13,FFA,3821664244,53.96
645,230,spending,Medium,short,4000000,2025-07-01,2025-07-31,FAMILY,1018363,25.46
646,231,saving,Low,long,2208800000,2025-07-01,2028-11-12,DREAM,156675850,7.09
647,231,saving,Low,short,49665000,2025-07-01,2026-02-26,EMERGENCY,7706462,15.52
648,232,saving,Low,long,6403000000,2025-07-01,2030-03-07,FFA,2090887668,32.65
649,232,saving,Low,long,1755180000,2025-07-01,2026-10-24,LTSS,773632343,44.08
650,232,spending,High,short,2000000,2025-07-01,2025-07-31,EDU,534981,26.75
651,233,saving,High,long,2489850000,2025-07-01,2027-12-18,LTSS,631879825,25.38
652,233,saving,High,short,25000000,2025-07-01,2025-10-29,FFA,13728164,54.91
653,233,spending,Medium,short,1000000,2025-07-01,2025-07-31,FAMILY,299714,29.97
654,234,saving,High,long,3146000000,2025-07-01,2028-11-12,FFA,1368841239,43.51
655,234,saving,High,long,6599520000,2025-07-01,2026-07-26,DREAM,1192341287,18.07
656,234,spending,High,short,1000000,2025-07-01,2025-07-31,PLAY,560914,56.09
657,235,saving,High,long,3969100000,2025-07-01,2030-03-07,DREAM,1878402805,47.33
658,235,saving,Medium,short,15179999,2025-07-01,2026-06-26,EMERGENCY,5954946,39.23
659,235,spending,Medium,short,4000000,2025-07-01,2025-07-31,PLAY,2127405,53.19
660,236,saving,Medium,short,43890000,2025-07-01,2025-12-28,FFA,15706372,35.79
661,236,saving,Medium,long,6667100000,2025-07-01,2030-01-06,EMERGENCY,3029622749,45.44
662,236,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,1499943,37.5
663,237,saving,High,short,20400000,2025-07-01,2026-06-26,LTSS,3527407,17.29
664,237,saving,High,long,2544960000,2025-07-01,2028-07-15,EMERGENCY,1126297340,44.26
665,237,spending,Medium,short,1000000,2025-07-01,2025-07-31,EDU,347982,34.8
666,238,saving,Low,short,40800000,2025-07-01,2025-10-29,EMERGENCY,7067793,17.32
667,238,saving,Low,short,31460000,2025-07-01,2026-04-27,DREAM,17270677,54.9
668,238,spending,High,short,4000000,2025-07-01,2025-07-31,PLAY,941213,23.53
669,239,saving,Medium,long,3564960000,2025-07-01,2028-09-13,FFA,1574364755,44.16
670,239,saving,High,long,5089375000,2025-07-01,2029-04-11,DREAM,2156628608,42.38
671,239,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,1727061,57.57
672,240,saving,High,short,19800000,2025-07-01,2026-01-27,LTSS,44699,0.23
673,240,saving,Low,long,2255625000,2025-07-01,2028-01-17,DREAM,621129604,27.54
674,241,saving,High,short,25299999,2025-07-01,2025-07-31,FFA,12309673,48.65
675,241,saving,High,long,3589560000,2025-07-01,2027-05-22,LTSS,1677981852,46.75
676,241,spending,Low,short,2000000,2025-07-01,2025-07-31,PLAY,545015,27.25
677,242,saving,Low,long,1830569999,2025-07-01,2027-06-21,FFA,504783695,27.58
678,242,saving,Medium,long,5057640000,2025-07-01,2029-09-08,EMERGENCY,2826387999,55.88
679,242,spending,Low,short,4000000,2025-07-01,2025-07-31,PLAY,1606923,40.17
680,243,saving,Medium,long,1579500000,2025-07-01,2028-02-16,LTSS,246937965,15.63
681,243,saving,Low,long,4765500000,2025-07-01,2029-06-10,FFA,1054592890,22.13
682,243,spending,Medium,short,4000000,2025-07-01,2025-07-31,GIVE,933520,23.34
683,244,saving,Medium,long,2626749999,2025-07-01,2027-07-21,EMERGENCY,351491058,13.38
684,244,saving,Medium,long,5799220000,2025-07-01,2027-10-19,DREAM,3025134573,52.16
685,245,saving,Medium,long,3874200000,2025-07-01,2026-09-24,DREAM,1790455452,46.21
686,245,saving,High,long,2395250000,2025-07-01,2026-12-23,LTSS,119126562,4.97
687,246,saving,High,long,5131800000,2025-07-01,2028-03-17,LTSS,2731339418,53.22
688,246,saving,Low,short,8470000,2025-07-01,2026-03-28,EMERGENCY,993119,11.73
689,246,spending,Low,short,5000000,2025-07-01,2025-07-31,GIVE,2210481,44.21
690,247,saving,Low,long,425750000,2025-07-01,2026-12-23,LTSS,228150208,53.59
691,247,saving,High,short,22500000,2025-07-01,2025-09-29,DREAM,7253382,32.24
692,247,spending,High,short,2000000,2025-07-01,2025-07-31,NEC,173301,8.67
693,248,saving,Low,long,5186720000,2025-07-01,2028-07-15,DREAM,2494754723,48.1
694,248,saving,Low,long,7077500000,2025-07-01,2030-05-06,LTSS,1694597993,23.94
695,248,spending,High,short,4000000,2025-07-01,2025-07-31,HEALTH,573922,14.35
696,249,saving,Medium,long,731880000,2025-07-01,2030-04-06,DREAM,332717391,45.46
697,249,saving,Medium,short,30450000,2025-07-01,2025-09-29,EMERGENCY,3208223,10.54
698,249,spending,Low,short,1000000,2025-07-01,2025-07-31,EDU,168397,16.84
699,250,saving,High,long,1804809999,2025-07-01,2027-08-20,LTSS,993176113,55.03
700,250,saving,Medium,long,5762400000,2025-07-01,2028-09-13,FFA,2644030898,45.88
701,250,spending,Low,short,1000000,2025-07-01,2025-07-31,FAMILY,570998,57.1
702,251,saving,High,long,4997475000,2025-07-01,2027-12-18,LTSS,1358919399,27.19
703,251,saving,High,long,3366739999,2025-07-01,2027-05-22,DREAM,28833162,0.86
704,252,saving,Low,long,4066399999,2025-07-01,2027-02-21,LTSS,2001848060,49.23
705,252,saving,Low,long,1651680000,2025-07-01,2026-08-25,DREAM,529774709,32.07
706,252,spending,Medium,short,5000000,2025-07-01,2025-07-31,PLAY,960394,19.21
707,253,saving,Medium,long,10387000000,2025-07-01,2029-02-10,LTSS,742192714,7.15
708,253,saving,Medium,long,7825680000,2025-07-01,2029-10-08,FFA,3646075635,46.59
709,253,spending,Medium,short,4000000,2025-07-01,2025-07-31,FAMILY,1658266,41.46
710,254,saving,Low,short,9600000,2025-07-01,2026-06-26,LTSS,5046597,52.57
711,254,saving,Low,long,8238600000,2025-07-01,2029-06-10,FFA,4688018064,56.9
712,255,saving,Medium,long,6384000000,2025-07-01,2028-03-17,EMERGENCY,1660022919,26.0
713,255,saving,High,long,7142400000,2025-07-01,2028-07-15,DREAM,3097015913,43.36
714,256,saving,Low,long,5093760000,2025-07-01,2028-08-14,LTSS,316878009,6.22
715,256,saving,Medium,long,7722250000,2025-07-01,2029-01-11,FFA,4366115141,56.54
716,256,spending,Medium,short,1000000,2025-07-01,2025-07-31,HEALTH,134208,13.42
717,257,saving,Medium,long,2888550000,2025-07-01,2028-05-16,DREAM,1205139802,41.72
718,257,saving,Low,long,9196800000,2025-07-01,2028-11-12,EMERGENCY,2846626627,30.95
719,257,spending,Low,short,4000000,2025-07-01,2025-07-31,FAMILY,317102,7.93
720,258,saving,Low,short,30000000,2025-07-01,2026-06-26,LTSS,8896202,29.65
721,258,saving,Low,long,6404580000,2025-07-01,2028-12-12,EMERGENCY,1912109653,29.86
722,258,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,1117568,37.25
723,259,saving,High,long,8195460000,2025-07-01,2030-02-05,FFA,919792061,11.22
724,259,saving,Medium,long,332120000,2025-07-01,2030-04-06,EMERGENCY,51371461,15.47
725,259,spending,Low,short,1000000,2025-07-01,2025-07-31,GIVE,39097,3.91
726,260,saving,High,long,4631760000,2025-07-01,2028-10-13,FFA,2413863814,52.12
727,260,saving,Medium,long,4001250000,2025-07-01,2028-03-17,DREAM,468014720,11.7
728,260,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,1747840,43.7
729,261,saving,High,long,2602530000,2025-07-01,2029-08-09,LTSS,236732674,9.1
730,261,saving,Low,long,3340500000,2025-07-01,2026-08-25,FFA,1497748759,44.84
731,261,spending,Medium,short,1000000,2025-07-01,2025-07-31,GIVE,231730,23.17
732,262,saving,Low,long,5671890000,2025-07-01,2029-07-10,EMERGENCY,222540210,3.92
733,262,saving,High,long,3312000000,2025-07-01,2026-09-24,FFA,387930391,11.71
734,262,spending,Low,short,2000000,2025-07-01,2025-07-31,EDU,156330,7.82
735,263,saving,Medium,long,2068200000,2025-07-01,2028-01-17,FFA,462499248,22.36
736,263,saving,Low,short,48400000,2025-07-01,2026-05-27,EMERGENCY,24047779,49.69
737,263,spending,Low,short,5000000,2025-07-01,2025-07-31,HEALTH,1273348,25.47
738,264,saving,Medium,long,1261679999,2025-07-01,2027-10-19,FFA,568889727,45.09
739,264,saving,Low,long,2455635000,2025-07-01,2027-03-23,DREAM,442308626,18.01
740,264,spending,Medium,short,2000000,2025-07-01,2025-07-31,FAMILY,308954,15.45
741,265,saving,Low,short,36000000,2025-07-01,2025-10-29,EMERGENCY,18168389,50.47
742,265,saving,High,long,5946240000,2025-07-01,2030-01-06,FFA,1089038631,18.31
743,265,spending,Low,short,1000000,2025-07-01,2025-07-31,HEALTH,339831,33.98
744,266,saving,Medium,long,7229250000,2025-07-01,2027-06-21,FFA,3302627935,45.68
745,266,saving,Low,short,55660000,2025-07-01,2026-03-28,DREAM,6904364,12.4
746,266,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,338290,8.46
747,267,saving,Medium,long,4901760000,2025-07-01,2028-09-13,EMERGENCY,1682790366,34.33
748,267,saving,Medium,long,6782685000,2025-07-01,2027-03-23,LTSS,3397823752,50.1
749,267,spending,Medium,short,5000000,2025-07-01,2025-07-31,HEALTH,2888981,57.78
750,268,saving,High,long,7992160000,2025-07-01,2029-12-07,DREAM,4434462061,55.49
751,268,saving,Medium,long,7351200000,2025-07-01,2027-12-18,LTSS,3762329460,51.18
752,268,spending,High,short,1000000,2025-07-01,2025-07-31,PLAY,505992,50.6
753,269,saving,High,short,56400000,2025-07-01,2025-08-30,FFA,2873436,5.09
754,269,saving,Low,long,4779249999,2025-07-01,2027-11-18,LTSS,676414986,14.15
755,269,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,1233733,30.84
756,270,saving,High,short,22770000,2025-07-01,2026-03-28,EMERGENCY,6104013,26.81
757,270,saving,Low,long,5049535000,2025-07-01,2030-03-07,DREAM,2603707786,51.56
758,270,spending,High,short,2000000,2025-07-01,2025-07-31,HEALTH,1155143,57.76
759,271,saving,High,long,377300000,2025-07-01,2027-09-19,LTSS,76358974,20.24
760,271,saving,Low,long,4313760000,2025-07-01,2030-02-05,FFA,1053023451,24.41
761,271,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,1808576,45.21
762,272,saving,Medium,long,9349320000,2025-07-01,2029-04-11,FFA,1513675148,16.19
763,272,saving,High,long,3366000000,2025-07-01,2028-11-12,DREAM,1626789716,48.33
764,273,saving,Medium,short,53900000,2025-07-01,2026-03-28,EMERGENCY,23710093,43.99
765,273,saving,Low,long,989520000,2025-07-01,2030-04-06,LTSS,336637225,34.02
766,274,saving,Low,long,6478639999,2025-07-01,2028-10-13,DREAM,831962793,12.84
767,274,saving,High,short,20900000,2025-07-01,2026-01-27,EMERGENCY,3293002,15.76
768,274,spending,High,short,5000000,2025-07-01,2025-07-31,EDU,2961908,59.24
769,275,saving,Low,long,2808750000,2025-07-01,2027-12-18,FFA,1518123855,54.05
770,275,saving,High,long,3288600000,2025-07-01,2028-03-17,EMERGENCY,1133110718,34.46
771,275,spending,Low,short,4000000,2025-07-01,2025-07-31,GIVE,1266185,31.65
772,276,saving,Medium,short,44100000,2025-07-01,2025-08-30,EMERGENCY,25431275,57.67
773,276,saving,Medium,long,6302010000,2025-07-01,2027-01-22,FFA,2917144496,46.29
774,276,spending,Low,short,1000000,2025-07-01,2025-07-31,HEALTH,488126,48.81
775,277,saving,Low,long,3686800000,2025-07-01,2027-01-22,LTSS,882086709,23.93
776,277,saving,Low,long,8686260000,2025-07-01,2029-08-09,DREAM,4011400656,46.18
777,277,spending,Low,short,1000000,2025-07-01,2025-07-31,GIVE,142377,14.24
778,278,saving,Low,short,26250000,2025-07-01,2025-11-28,EMERGENCY,9247534,35.23
779,278,saving,High,long,1926479999,2025-07-01,2026-10-24,DREAM,403163306,20.93
780,278,spending,Medium,short,3000000,2025-07-01,2025-07-31,EDU,574477,19.15
781,279,saving,High,long,3593100000,2025-07-01,2030-06-05,DREAM,1104543828,30.74
782,279,saving,Low,long,2061180000,2025-07-01,2029-09-08,LTSS,1165575688,56.55
783,280,saving,Medium,long,3557925000,2025-07-01,2028-02-16,LTSS,1752675752,49.26
784,280,saving,Low,long,3365280000,2025-07-01,2029-07-10,FFA,1099772250,32.68
785,280,spending,Medium,short,1000000,2025-07-01,2025-07-31,GIVE,144329,14.43
786,281,saving,High,long,1328600000,2025-07-01,2027-08-20,LTSS,391555990,29.47
787,281,saving,High,long,6025310000,2025-07-01,2029-04-11,DREAM,1311002830,21.76
788,281,spending,High,short,5000000,2025-07-01,2025-07-31,PLAY,981773,19.64
789,282,saving,High,long,809200000,2025-07-01,2029-03-12,DREAM,245500638,30.34
790,282,saving,Medium,long,1912104999,2025-07-01,2027-05-22,EMERGENCY,684549562,35.8
791,282,spending,Medium,short,1000000,2025-07-01,2025-07-31,GIVE,30447,3.04
792,283,saving,High,long,11675500000,2025-07-01,2029-12-07,FFA,4128639526,35.36
793,283,saving,Low,long,5617395000,2025-07-01,2029-05-11,EMERGENCY,48898162,0.87
794,283,spending,High,short,5000000,2025-07-01,2025-07-31,GIVE,685887,13.72
795,284,saving,Medium,long,5266600000,2025-07-01,2029-04-11,DREAM,20844056,0.4
796,284,saving,Low,long,8085000000,2025-07-01,2030-06-05,FFA,4059619923,50.21
797,284,spending,Low,short,4000000,2025-07-01,2025-07-31,HEALTH,1307854,32.7
798,285,saving,High,short,38400000,2025-07-01,2025-10-29,LTSS,12250757,31.9
799,285,saving,High,long,5017680000,2025-07-01,2028-10-13,EMERGENCY,1704555506,33.97
800,285,spending,Low,short,3000000,2025-07-01,2025-07-31,HEALTH,481922,16.06
801,286,saving,High,long,2147860000,2025-07-01,2026-12-23,LTSS,960524151,44.72
802,286,saving,Medium,long,3849480000,2025-07-01,2029-04-11,EMERGENCY,1029871334,26.75
803,286,spending,Medium,short,1000000,2025-07-01,2025-07-31,PLAY,71342,7.13
804,287,saving,Medium,long,4271960000,2025-07-01,2030-03-07,FFA,2422521808,56.71
805,287,saving,Medium,long,2932500000,2025-07-01,2029-02-10,LTSS,453234727,15.46
806,287,spending,Medium,short,5000000,2025-07-01,2025-07-31,EDU,815975,16.32
807,288,saving,Low,long,8021040000,2025-07-01,2029-12-07,LTSS,4299279433,53.6
808,288,saving,Medium,long,1917600000,2025-07-01,2029-05-11,EMERGENCY,993766341,51.82
809,289,saving,High,long,5668200000,2025-07-01,2029-09-08,DREAM,412508751,7.28
810,289,saving,Medium,long,8756100000,2025-07-01,2029-09-08,EMERGENCY,4461724891,50.96
811,289,spending,High,short,5000000,2025-07-01,2025-07-31,PLAY,2295387,45.91
812,290,saving,High,long,6210540000,2025-07-01,2029-06-10,LTSS,2181366805,35.12
813,290,saving,Low,long,7352280000,2025-07-01,2027-03-23,FFA,3416306144,46.47
814,290,spending,Low,short,5000000,2025-07-01,2025-07-31,NEC,46142,0.92
815,291,saving,Medium,long,5330640000,2025-07-01,2029-12-07,DREAM,2882263055,54.07
816,291,saving,Medium,long,6718530000,2025-07-01,2027-05-22,FFA,2567532452,38.22
817,291,spending,High,short,4000000,2025-07-01,2025-07-31,PLAY,1479156,36.98
818,292,saving,Low,long,1552440000,2025-07-01,2029-01-11,DREAM,873933175,56.29
819,292,saving,Low,short,41800000,2025-07-01,2025-09-29,EMERGENCY,6527100,15.62
820,292,spending,Low,short,4000000,2025-07-01,2025-07-31,NEC,1776756,44.42
821,293,saving,Medium,long,6045780000,2025-07-01,2027-03-23,DREAM,2153863571,35.63
822,293,saving,High,long,4505800000,2025-07-01,2027-03-23,FFA,1900134289,42.17
823,293,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,1294264,32.36
824,294,saving,Low,short,34800000,2025-07-01,2025-11-28,DREAM,11824398,33.98
825,294,saving,Medium,short,16500000,2025-07-01,2025-07-31,FFA,8440617,51.16
826,294,spending,High,short,1000000,2025-07-01,2025-07-31,NEC,142065,14.21
827,295,saving,Low,long,580125000,2025-07-01,2029-03-12,EMERGENCY,81687980,14.08
828,295,saving,Low,long,4003839999,2025-07-01,2028-06-15,LTSS,1056320951,26.38
829,295,spending,Low,short,1000000,2025-07-01,2025-07-31,EDU,55460,5.55
830,296,saving,Medium,long,3286140000,2025-07-01,2026-12-23,LTSS,255168020,7.76
831,296,saving,High,long,3409519999,2025-07-01,2028-08-14,DREAM,955373944,28.02
832,296,spending,Medium,short,3000000,2025-07-01,2025-07-31,EDU,529286,17.64
833,297,saving,Medium,short,45000000,2025-07-01,2026-06-26,EMERGENCY,18846774,41.88
834,297,saving,Low,long,4185720000,2025-07-01,2026-07-26,DREAM,808119532,19.31
835,297,spending,Medium,short,5000000,2025-07-01,2025-07-31,NEC,2162139,43.24
836,298,saving,Medium,long,1000959999,2025-07-01,2028-11-12,FFA,358632565,35.83
837,298,saving,Low,short,12600000,2025-07-01,2025-10-29,DREAM,7350171,58.33
838,298,spending,Medium,short,5000000,2025-07-01,2025-07-31,PLAY,239718,4.79
839,299,saving,Low,long,3529680000,2025-07-01,2027-09-19,DREAM,1907880070,54.05
840,299,saving,Low,long,4261439999,2025-07-01,2026-10-24,FFA,1709275484,40.11
841,299,spending,Medium,short,3000000,2025-07-01,2025-07-31,EDU,187404,6.25
842,300,saving,Medium,long,2409600000,2025-07-01,2028-08-14,FFA,1112924998,46.19
843,300,saving,Low,long,1552680000,2025-07-01,2029-12-07,EMERGENCY,683131975,44.0
844,300,spending,Medium,short,1000000,2025-07-01,2025-07-31,PLAY,542010,54.2
845,301,saving,Medium,long,7440730000,2025-07-01,2029-05-11,DREAM,3997409654,53.72
846,301,saving,Medium,long,2405000000,2025-07-01,2027-02-21,FFA,790365087,32.86
847,301,spending,Low,short,5000000,2025-07-01,2025-07-31,GIVE,301462,6.03
848,302,saving,High,long,2765175000,2025-07-01,2028-02-16,LTSS,264475119,9.56
849,302,saving,Medium,short,34375000,2025-07-01,2026-01-27,FFA,2565748,7.46
850,303,saving,Medium,long,6916665000,2025-07-01,2030-04-06,LTSS,730539596,10.56
851,303,saving,Medium,short,5000000,2025-07-01,2025-07-31,FFA,2757001,55.14
852,303,spending,Medium,short,1000000,2025-07-01,2025-07-31,HEALTH,98544,9.85
853,304,saving,Low,long,6532000000,2025-07-01,2028-06-15,EMERGENCY,798282866,12.22
854,304,saving,High,long,1650250000,2025-07-01,2027-07-21,DREAM,162681221,9.86
855,304,spending,Medium,short,3000000,2025-07-01,2025-07-31,GIVE,351038,11.7
856,305,saving,High,short,44000000,2025-07-01,2026-01-27,EMERGENCY,2625627,5.97
857,305,saving,High,short,28000000,2025-07-01,2025-10-29,LTSS,5396935,19.27
858,305,spending,High,short,2000000,2025-07-01,2025-07-31,EDU,650258,32.51
859,306,saving,High,short,18400000,2025-07-01,2025-08-30,LTSS,10697304,58.14
860,306,saving,Low,long,4927520000,2025-07-01,2028-07-15,EMERGENCY,480930908,9.76
861,306,spending,Medium,short,5000000,2025-07-01,2025-07-31,NEC,922978,18.46
862,307,saving,High,long,7676550000,2025-07-01,2027-12-18,DREAM,126334698,1.65
863,307,saving,Medium,long,2036879999,2025-07-01,2026-09-24,EMERGENCY,970069017,47.63
864,307,spending,High,short,3000000,2025-07-01,2025-07-31,FAMILY,294690,9.82
865,308,saving,Medium,long,3833600000,2025-07-01,2028-09-13,LTSS,1069876257,27.91
866,308,saving,Low,long,1491840000,2025-07-01,2028-06-15,EMERGENCY,230056316,15.42
867,309,saving,Low,long,3970399999,2025-07-01,2027-06-21,DREAM,652420774,16.43
868,309,saving,Medium,long,2041600000,2025-07-01,2028-09-13,FFA,1126143107,55.16
869,310,saving,High,short,19360000,2025-07-01,2026-01-27,DREAM,1766677,9.13
870,310,saving,High,long,7035000000,2025-07-01,2028-04-16,LTSS,729256641,10.37
871,310,spending,High,short,3000000,2025-07-01,2025-07-31,PLAY,950339,31.68
872,311,saving,Medium,long,7551600000,2025-07-01,2028-07-15,DREAM,2621555970,34.72
873,311,saving,High,long,893520000,2025-07-01,2029-04-11,LTSS,416387763,46.6
874,312,saving,High,long,2310000000,2025-07-01,2027-07-21,EMERGENCY,625724339,27.09
875,312,saving,Medium,long,767970000,2025-07-01,2029-06-10,DREAM,424463360,55.27
876,312,spending,Medium,short,4000000,2025-07-01,2025-07-31,NEC,1153527,28.84
877,313,saving,High,long,3510000000,2025-07-01,2028-03-17,DREAM,1183522134,33.72
878,313,saving,High,long,5293440000,2025-07-01,2026-11-23,EMERGENCY,1854480084,35.03
879,313,spending,High,short,3000000,2025-07-01,2025-07-31,PLAY,1529036,50.97
880,314,saving,Medium,long,1882500000,2025-07-01,2028-04-16,LTSS,626773166,33.29
881,314,saving,Medium,short,35750000,2025-07-01,2025-12-28,DREAM,4783875,13.38
882,315,saving,Medium,long,2125500000,2025-07-01,2026-12-23,EMERGENCY,597872738,28.13
883,315,saving,High,long,1510600000,2025-07-01,2027-05-22,FFA,89199222,5.9
884,315,spending,Medium,short,2000000,2025-07-01,2025-07-31,EDU,181782,9.09
885,316,saving,Medium,long,7368960000,2025-07-01,2030-04-06,FFA,2349539598,31.88
886,316,saving,High,long,468000000,2025-07-01,2026-12-23,LTSS,187181827,40.0
887,316,spending,Medium,short,2000000,2025-07-01,2025-07-31,NEC,166409,8.32
888,317,saving,Low,short,58800000,2025-07-01,2025-10-29,EMERGENCY,6975094,11.86
889,317,saving,Low,long,3362700000,2025-07-01,2028-02-16,LTSS,1902776134,56.58
890,317,spending,High,short,4000000,2025-07-01,2025-07-31,EDU,1468614,36.72
891,318,saving,Medium,short,22990000,2025-07-01,2026-01-27,FFA,4619785,20.09
892,318,saving,Low,short,12100000,2025-07-01,2026-03-28,DREAM,6899714,57.02
893,318,spending,High,short,5000000,2025-07-01,2025-07-31,EDU,2193043,43.86
894,319,saving,Medium,long,4582175000,2025-07-01,2027-03-23,FFA,2334845826,50.95
895,319,saving,Low,long,3844125000,2025-07-01,2029-02-10,EMERGENCY,958726824,24.94
896,319,spending,Medium,short,3000000,2025-07-01,2025-07-31,FAMILY,1559896,52.0
897,320,saving,Medium,long,1484000000,2025-07-01,2028-08-14,EMERGENCY,142178881,9.58
898,320,saving,Low,long,1593439999,2025-07-01,2028-06-15,FFA,298107714,18.71
899,320,spending,Medium,short,1000000,2025-07-01,2025-07-31,GIVE,427215,42.72
900,321,saving,Medium,long,639600000,2025-07-01,2027-02-21,EMERGENCY,132377154,20.7
901,321,saving,Low,long,3831800000,2025-07-01,2029-01-11,LTSS,753190571,19.66
902,321,spending,High,short,4000000,2025-07-01,2025-07-31,EDU,858813,21.47
903,322,saving,Medium,long,6947325000,2025-07-01,2028-05-16,FFA,3099022600,44.61
904,322,saving,Low,long,420000000,2025-07-01,2026-09-24,DREAM,67825119,16.15
905,322,spending,High,short,3000000,2025-07-01,2025-07-31,PLAY,650916,21.7
906,323,saving,High,short,37260000,2025-07-01,2026-06-26,FFA,2185663,5.87
907,323,saving,Medium,long,5649840000,2025-07-01,2028-10-13,EMERGENCY,288061203,5.1
908,323,spending,Low,short,5000000,2025-07-01,2025-07-31,GIVE,235223,4.7
909,324,saving,Medium,short,20570000,2025-07-01,2026-02-26,FFA,10832974,52.66
910,324,saving,High,long,6653220000,2025-07-01,2027-08-20,DREAM,3496298963,52.55
911,324,spending,Medium,short,3000000,2025-07-01,2025-07-31,NEC,49734,1.66
912,325,saving,Medium,long,2389920000,2025-07-01,2027-05-22,FFA,1144394057,47.88
913,325,saving,Low,long,606240000,2025-07-01,2026-10-24,DREAM,306009037,50.48
914,325,spending,Low,short,5000000,2025-07-01,2025-07-31,GIVE,1318238,26.36
915,326,saving,Medium,long,5403840000,2025-07-01,2027-05-22,FFA,2362523716,43.72
916,326,saving,Medium,long,5010000000,2025-07-01,2028-02-16,EMERGENCY,1631777606,32.57
917,326,spending,High,short,4000000,2025-07-01,2025-07-31,HEALTH,123987,3.1
918,327,saving,Medium,long,5020500000,2025-07-01,2026-11-23,LTSS,64750213,1.29
919,327,saving,High,long,3027150000,2025-07-01,2028-04-16,FFA,548864435,18.13
920,328,saving,High,long,1315600000,2025-07-01,2030-06-05,FFA,678504393,51.57
921,328,saving,High,short,9625000,2025-07-01,2026-01-27,LTSS,1570566,16.32
922,328,spending,High,short,3000000,2025-07-01,2025-07-31,EDU,585306,19.51
923,329,saving,High,long,2318400000,2025-07-01,2026-07-26,LTSS,1345552390,58.04
924,329,saving,Medium,short,15730000,2025-07-01,2026-03-28,DREAM,4101614,26.08
925,329,spending,Low,short,2000000,2025-07-01,2025-07-31,PLAY,842698,42.13
926,330,saving,Low,long,2557200000,2025-07-01,2026-09-24,LTSS,678270612,26.52
927,330,saving,High,long,4894560000,2025-07-01,2026-08-25,FFA,526417662,10.76
928,331,saving,High,long,5395500000,2025-07-01,2029-11-07,LTSS,2082990684,38.61
929,331,saving,High,short,15840000,2025-07-01,2026-03-28,EMERGENCY,6917683,43.67
930,331,spending,High,short,2000000,2025-07-01,2025-07-31,HEALTH,213900,10.7
931,332,saving,Medium,long,5258880000,2025-07-01,2028-07-15,DREAM,928325410,17.65
932,332,saving,Medium,long,1275235000,2025-07-01,2027-05-22,LTSS,372156199,29.18
